institutionId,fullName,gender,phoneNumber,email
24KP6E4096,Ayaan Nair,Male,9675417934,ayaan.nair53@gmail.com
24KP3H3754,Mansi Pratap,Female,9512398335,mansi.pratap18@gmail.com
24KP5D4190,Anirudh Nair,Male,9784609059,anirudh.nair78@gmail.com
24KP6E5270,Trisha Sinha,Female,9624679564,trisha.sinha36@gmail.com
24KP2B4720,Saurabh Kulkarni,Male,9813787899,saurabh.kulkarni54@gmail.com
24KP6E6738,Ojaswini Parekh,Female,9796174898,ojaswini.parekh35@gmail.com
24KP5D4766,Dhruv Das,Male,9293794404,dhruv.das38@gmail.com
24KP4C3783,Ishita Naik,Female,9508671419,ishita.naik14@gmail.com
24KP5D6082,Mahesh Rawat,Male,9836645906,mahesh.rawat96@gmail.com
24KP3H6600,Trisha Kotian,Female,9875345164,trisha.kotian74@gmail.com
24KP3H3708,Karthik Shetty,Male,9173008717,karthik.shetty36@gmail.com
24KP6E3193,Juhi Saxena,Female,9154703051,juhi.saxena22@gmail.com
24KP2B3153,Yash Tripathi,Male,9665494883,yash.tripathi61@gmail.com
24KP6E4592,Aaliya Pillai,Female,9655644936,aaliya.pillai13@gmail.com
24KP1A5613,Mohit Pratap,Male,9996288721,mohit.pratap14@gmail.com
24KP3H5846,Ojaswini Rane,Female,9188079094,ojaswini.rane59@gmail.com
24KP5D3495,Varun Rane,Male,9745772890,varun.rane75@gmail.com
24KP4C3986,Aishwarya Sharma,Female,9855007011,aishwarya.sharma19@gmail.com
24KP6E6087,Varun Banerjee,Male,9109681390,varun.banerjee93@gmail.com
24KP3H6948,Vani Mehta,Female,9612994272,vani.mehta58@gmail.com
24KP2B4831,Ritesh Naik,Male,9856167443,ritesh.naik63@gmail.com
24KP5D6284,Sneha Sinha,Female,9140174107,sneha.sinha49@gmail.com
24KP2B5633,Ujjwal Sinha,Male,9162260682,ujjwal.sinha62@gmail.com
24KP6E3907,Anushka Saxena,Female,9457655311,anushka.saxena39@gmail.com
24KP4C4521,Karthik Das,Male,9909995695,karthik.das91@gmail.com
24KP5D6582,Meera Bora,Female,9910660020,meera.bora16@gmail.com
24KP4C5874,Tejas Jha,Male,9759899298,tejas.jha73@gmail.com
24KP5D5032,Ananya Kagti,Female,9248039036,ananya.kagti94@gmail.com
24KP5D5826,Omkar Thakur,Male,9457740093,omkar.thakur19@gmail.com
24KP1A5280,Shruti Kagti,Female,9748221002,shruti.kagti39@gmail.com
24KP1A4254,Aditya Chauhan,Male,9826256143,aditya.chauhan98@gmail.com
24KP3H6898,Vaidehi Chawla,Female,9105480647,vaidehi.chawla69@gmail.com
24KP3H3750,Rajat Iyer,Male,9484097817,rajat.iyer81@gmail.com
24KP6E6593,Isha Bhatt,Female,9166739628,isha.bhatt55@gmail.com
24KP1A4907,Shubham Nair,Male,9148648628,shubham.nair56@gmail.com
24KP5D5151,Aishwarya Reddy,Female,9351786342,aishwarya.reddy22@gmail.com
24KP4C3921,Vishal Tripathi,Male,9113485043,vishal.tripathi92@gmail.com
24KP6E4318,Ipsita Rane,Female,9164823271,ipsita.rane72@gmail.com
24KP1A4676,Mohit Saxena,Male,9549498285,mohit.saxena92@gmail.com
24KP5D6731,Eshita Sharma,Female,9843134643,eshita.sharma47@gmail.com
24KP3H5169,Jayant Kotian,Male,9666024845,jayant.kotian85@gmail.com
24KP2B3139,Ishita Rao,Female,9968521628,ishita.rao24@gmail.com
24KP2B5831,Vignesh Chauhan,Male,9767409885,vignesh.chauhan25@gmail.com
24KP5D5412,Radhika Pillai,Female,9406354966,radhika.pillai46@gmail.com
24KP2B4432,Mohit Krishnan,Male,9392366060,mohit.krishnan42@gmail.com
24KP3H4036,Priya Ghosh,Female,9254845200,priya.ghosh14@gmail.com
24KP5D6643,Dhruv Kotian,Male,9941338620,dhruv.kotian79@gmail.com
24KP5D4467,Kritika Bhatt,Female,9937082539,kritika.bhatt75@gmail.com
24KP2B3109,Aman Nair,Male,9344455658,aman.nair45@gmail.com
24KP6E4124,Ananya Yadav,Female,9228196662,ananya.yadav94@gmail.com
24KP5D6353,Siddharth Rane,Male,9949930096,siddharth.rane12@gmail.com
24KP2B5766,Isha Solanki,Female,9405933772,isha.solanki69@gmail.com
24KP5D4315,Siddharth Zaveri,Male,9710713236,siddharth.zaveri92@gmail.com
24KP1A5851,Nandini Sen,Female,9513831258,nandini.sen11@gmail.com
24KP5D4863,Sahil Bhat,Male,9711890986,sahil.bhat65@gmail.com
24KP5D6929,Manisha Desai,Female,9401168311,manisha.desai76@gmail.com
24KP6E5636,Tejas Sharma,Male,9128743835,tejas.sharma80@gmail.com
24KP2B3884,Aaliya Shetty,Female,9345972615,aaliya.shetty86@gmail.com
24KP5D5938,Aman Jha,Male,9605986795,aman.jha18@gmail.com
24KP1A3929,Aaliya Chawla,Female,9769659760,aaliya.chawla87@gmail.com
24KP2B4517,Rahul Saxena,Male,9174107733,rahul.saxena33@gmail.com
24KP1A3719,Saanvi Thakur,Female,9295243760,saanvi.thakur91@gmail.com
24KP5D3546,Mahesh Jha,Male,9687387654,mahesh.jha60@gmail.com
24KP5D4506,Indira Sinha,Female,9495517082,indira.sinha32@gmail.com
24KP2B6655,Neel Bora,Male,9320633543,neel.bora94@gmail.com
24KP5D5137,Hema Bhat,Female,9722777012,hema.bhat55@gmail.com
24KP3H4257,Tejas Tiwari,Male,9562644373,tejas.tiwari81@gmail.com
24KP1A5990,Pooja Reddy,Female,9830056951,pooja.reddy16@gmail.com
24KP4C5532,Lakshay Dandekar,Male,9279964544,lakshay.dandekar35@gmail.com
24KP6E4388,Sneha Yadav,Female,9596801223,sneha.yadav79@gmail.com
24KP6E3726,Ritesh Zaveri,Male,9675785986,ritesh.zaveri60@gmail.com
24KP2B6034,Riya Dandekar,Female,9369574027,riya.dandekar20@gmail.com
24KP5D4802,Anirudh Kagti,Male,9651238240,anirudh.kagti90@gmail.com
24KP6E6366,Garima Patil,Female,9460612374,garima.patil16@gmail.com
24KP1A5633,Arjun Thakur,Male,9421956007,arjun.thakur80@gmail.com
24KP2B5039,Esha Chawla,Female,9998265331,esha.chawla36@gmail.com
24KP1A5982,Aman Banerjee,Male,9583293810,aman.banerjee82@gmail.com
24KP4C4516,Hema Sen,Female,9508151000,hema.sen60@gmail.com
24KP6E3793,Tejas Mahajan,Male,9606603549,tejas.mahajan69@gmail.com
24KP2B4048,Vaidehi Kotian,Female,9350192537,vaidehi.kotian20@gmail.com
24KP6E5374,Chirag Desai,Male,9621356146,chirag.desai92@gmail.com
24KP1A3528,Kamya Yadav,Female,9883294658,kamya.yadav36@gmail.com
24KP6E6644,Ujjwal Lohia,Male,9948041250,ujjwal.lohia53@gmail.com
24KP2B6659,Pooja Gaur,Female,9434241432,pooja.gaur41@gmail.com
24KP5D5314,Sahil Rane,Male,9241037939,sahil.rane26@gmail.com
24KP5D3639,Meera Rawat,Female,9117092808,meera.rawat60@gmail.com
24KP2B3136,Tejas Kulkarni,Male,9527676268,tejas.kulkarni33@gmail.com
24KP5D5614,Charu Khurana,Female,9485473641,charu.khurana85@gmail.com
24KP6E6158,Omkar Kapoor,Male,9942007420,omkar.kapoor87@gmail.com
24KP6E5858,Isha Verma,Female,9809098804,isha.verma79@gmail.com
24KP3H6468,Ashwin Rao,Male,9594746064,ashwin.rao80@gmail.com
24KP3H6681,Divya Tiwari,Female,9229260519,divya.tiwari81@gmail.com
24KP2B5661,Raghav Lohia,Male,9341828830,raghav.lohia76@gmail.com
24KP5D5230,Tanya Banerjee,Female,9362304148,tanya.banerjee40@gmail.com
24KP3H4551,Mohit Kagti,Male,9695169141,mohit.kagti42@gmail.com
24KP3H3732,Geetanjali Kapoor,Female,9855509853,geetanjali.kapoor95@gmail.com
24KP5D5244,Vignesh Dubey,Male,9554134306,vignesh.dubey81@gmail.com
24KP2B4485,Tanya Patil,Female,9903213945,tanya.patil41@gmail.com
24KP3H5718,Ashwin Bhatt,Male,9366303745,ashwin.bhatt94@gmail.com
24KP5D3934,Indira Kapoor,Female,9575882950,indira.kapoor91@gmail.com
24KP2B4055,Aarav Banerjee,Male,9939841495,aarav.banerjee97@gmail.com
24KP4C4570,Anushka Naik,Female,9874781265,anushka.naik30@gmail.com
24KP3H6858,Aarav Chawla,Male,9638293072,aarav.chawla10@gmail.com
24KP1A6658,Indira Pillai,Female,9638493647,indira.pillai65@gmail.com
24KP5D5661,Chirag Reddy,Male,9584151150,chirag.reddy11@gmail.com
24KP6E4429,Pooja Kagti,Female,9213849491,pooja.kagti20@gmail.com
24KP6E6930,Vivaan Kotian,Male,9695581515,vivaan.kotian88@gmail.com
24KP4C5621,Sakshi Ghosh,Female,9589914530,sakshi.ghosh71@gmail.com
24KP2B5075,Ritesh Nair,Male,9525407287,ritesh.nair59@gmail.com
24KP3H3760,Shreya Nair,Female,9140119541,shreya.nair31@gmail.com
24KP1A4611,Sahil Banerjee,Male,9536492328,sahil.banerjee48@gmail.com
24KP1A3662,Ananya Gaur,Female,9509936782,ananya.gaur29@gmail.com
24KP3H5603,Manav Lohia,Male,9616318867,manav.lohia90@gmail.com
24KP2B3340,Jyoti Chawla,Female,9384443228,jyoti.chawla49@gmail.com
24KP4C5993,Pratik Chauhan,Male,9433315989,pratik.chauhan83@gmail.com
24KP4C6732,Harshita Malhotra,Female,9626095511,harshita.malhotra84@gmail.com
24KP2B4358,Jatin Ramaswamy,Male,9121142952,jatin.ramaswamy92@gmail.com
24KP3H6037,Deepika Pratap,Female,9192559048,deepika.pratap49@gmail.com
24KP6E5395,Rahul Naik,Male,9184980057,rahul.naik59@gmail.com
24KP5D3110,Juhi Sharma,Female,9270625437,juhi.sharma94@gmail.com
24KP6E3133,Ujjwal Nair,Male,9555516771,ujjwal.nair23@gmail.com
24KP2B6662,Ojaswini Malhotra,Female,9671001828,ojaswini.malhotra22@gmail.com
24KP1A4911,Jayant Sen,Male,9891425383,jayant.sen73@gmail.com
24KP5D5379,Garima Gaur,Female,9341449164,garima.gaur27@gmail.com
24KP6E3748,Arjun Ramaswamy,Male,9525556328,arjun.ramaswamy70@gmail.com
24KP2B6631,Juhi Menon,Female,9392670287,juhi.menon51@gmail.com
24KP6E5353,Ashwin Kulkarni,Male,9751936802,ashwin.kulkarni96@gmail.com
24KP4C5756,Aishwarya Verma,Female,9438846477,aishwarya.verma78@gmail.com
24KP5D6148,Jatin Kagti,Male,9538523364,jatin.kagti41@gmail.com
24KP4C3822,Priya Das,Female,9818012800,priya.das93@gmail.com
24KP1A6523,Vivaan Chauhan,Male,9438848091,vivaan.chauhan95@gmail.com
24KP2B4776,Yuvika Parekh,Female,9826369412,yuvika.parekh50@gmail.com
24KP6E6587,Arjun Patil,Male,9507132502,arjun.patil22@gmail.com
24KP6E4570,Aaliya Gaur,Female,9424108375,aaliya.gaur22@gmail.com
24KP2B5942,Rahul Yadav,Male,9137378566,rahul.yadav48@gmail.com
24KP3H3805,Kamya Jha,Female,9508239699,kamya.jha60@gmail.com
24KP6E3955,Anirudh Pratap,Male,9450104177,anirudh.pratap17@gmail.com
24KP4C5009,Bhavana Parekh,Female,9934483477,bhavana.parekh61@gmail.com
24KP5D6821,Devansh Yadav,Male,9663799035,devansh.yadav79@gmail.com
24KP4C6175,Juhi Tiwari,Female,9779584794,juhi.tiwari92@gmail.com
24KP3H3542,Kunal Pillai,Male,9772271541,kunal.pillai31@gmail.com
24KP5D4165,Riya Ghosh,Female,9210217815,riya.ghosh18@gmail.com
24KP3H3589,Akshay Dubey,Male,9843383622,akshay.dubey97@gmail.com
24KP1A3248,Yuvika Chauhan,Female,9937390540,yuvika.chauhan30@gmail.com
24KP2B6356,Pratik Bhat,Male,9573271756,pratik.bhat16@gmail.com
24KP3H3866,Charu Naik,Female,9771235608,charu.naik87@gmail.com
24KP2B4643,Varun Verma,Male,9947452163,varun.verma11@gmail.com
24KP1A3443,Divya Mehta,Female,9501544401,divya.mehta26@gmail.com
24KP3H3906,Karthik Chatterjee,Male,9724614666,karthik.chatterjee53@gmail.com
24KP1A5346,Mansi Ghosh,Female,9104992652,mansi.ghosh52@gmail.com
24KP6E5752,Tejas Bora,Male,9981903537,tejas.bora88@gmail.com
24KP1A4624,Jyoti Iyer,Female,9626742231,jyoti.iyer78@gmail.com
24KP1A4431,Akshay Naik,Male,9825363145,akshay.naik82@gmail.com
24KP6E4820,Kamya Ghosh,Female,9173313453,kamya.ghosh25@gmail.com
24KP2B6985,Rohan Mahajan,Male,9675604807,rohan.mahajan73@gmail.com
24KP4C6380,Bhavana Pratap,Female,9398747454,bhavana.pratap38@gmail.com
