institutionId,fullName,gender,phoneNumber,email
24KP1A6041,Saanvi Chatterjee,Female,9841020253,saanvi.chatterjee27@gmail.com
24KP1A6042,Chirag Chatterjee,Male,9514079120,chirag.chatterjee84@gmail.com
24KP1A6043,Shreya Naik,Female,9262077232,shreya.naik49@gmail.com
24KP1A6044,Surya Malhotra,Male,9903847772,surya.malhotra32@gmail.com
24KP1A6045,Aishwarya Pillai,Female,9877539487,aishwarya.pillai51@gmail.com
24KP1A6046,Abhay Chauhan,Male,9831714217,abhay.chauhan74@gmail.com
24KP1A6047,Bhavana Nair,Female,9211898195,bhavana.nair76@gmail.com
24KP1A6048,Sankalp Sharma,Male,9458912649,sankalp.sharma36@gmail.com
24KP1A6049,Hema Dubey,Female,9350578534,hema.dubey52@gmail.com
24KP1A6050,Ayaan Chauhan,Male,9643182210,ayaan.chauhan67@gmail.com
24KP1A6051,Vaidehi Ghosh,Female,9236248056,vaidehi.ghosh86@gmail.com
24KP1A6052,Vignesh Patil,Male,9494062120,vignesh.patil69@gmail.com
24KP1A6053,Eshita Kagti,Female,9238430040,eshita.kagti28@gmail.com
24KP1A6054,Ujjwal Rane,Male,9523312828,ujjwal.rane65@gmail.com
24KP1A6055,Nandini Gaur,Female,9406556225,nandini.gaur36@gmail.com
24KP1A6056,Karthik Patil,Male,9459961206,karthik.patil84@gmail.com
24KP1A6057,Mansi Kapoor,Female,9964585727,mansi.kapoor45@gmail.com
24KP1A6058,Karthik Das,Male,9679468057,karthik.das93@gmail.com
24KP1A6059,Sakshi Tripathi,Female,9160016983,sakshi.tripathi11@gmail.com
24KP1A6060,Dhruv Joshi,Male,9141865130,dhruv.joshi38@gmail.com
24KP1A6061,Kritika Das,Female,9709220021,kritika.das51@gmail.com
24KP1A6062,Arjun Thakur,Male,9348144416,arjun.thakur67@gmail.com
24KP1A6063,Kriti Zaveri,Female,9405314182,kriti.zaveri98@gmail.com
24KP1A6064,Rahul Krishnan,Male,9579392554,rahul.krishnan20@gmail.com
24KP1A6065,Nivedita Dubey,Female,9601241815,nivedita.dubey77@gmail.com
24KP1A6066,Arjun Pratap,Male,9148147437,arjun.pratap13@gmail.com
24KP1A6067,Manisha Yadav,Female,9951118674,manisha.yadav18@gmail.com
24KP1A6068,Pratik Zaveri,Male,9983775615,pratik.zaveri93@gmail.com
24KP1A6069,Nivedita Shetty,Female,9434884469,nivedita.shetty98@gmail.com
24KP1A6070,Raghav Dubey,Male,9136840061,raghav.dubey92@gmail.com
24KP1A6071,Yuvika Mahajan,Female,9416894823,yuvika.mahajan64@gmail.com
24KP1A6072,Rahul Desai,Male,9676812646,rahul.desai42@gmail.com
24KP1A6073,Neha Tripathi,Female,9698028962,neha.tripathi31@gmail.com
24KP1A6074,Manav Kapoor,Male,9820252362,manav.kapoor26@gmail.com
24KP1A6075,Vaidehi Shetty,Female,9398741262,vaidehi.shetty60@gmail.com
24KP1A6076,Vishal Bhatt,Male,9613617643,vishal.bhatt90@gmail.com
24KP1A6077,Kriti Tripathi,Female,9751319331,kriti.tripathi31@gmail.com
24KP1A6078,Varun Bhat,Male,9488694810,varun.bhat83@gmail.com
24KP1A6079,Manisha Saxena,Female,9612256972,manisha.saxena11@gmail.com
24KP1A6080,Lakshay Solanki,Male,9844359081,lakshay.solanki32@gmail.com
24KP1A6081,Priya Tripathi,Female,9973386466,priya.tripathi87@gmail.com
24KP1A6082,Pranav Bhat,Male,9799146903,pranav.bhat42@gmail.com
24KP1A6083,Aaliya Iyer,Female,9727772199,aaliya.iyer64@gmail.com
24KP1A6084,Aman Tripathi,Male,9822673794,aman.tripathi49@gmail.com
24KP1A6085,Kritika Saxena,Female,9629959341,kritika.saxena40@gmail.com
24KP1A6086,Abhay Pratap,Male,9563620305,abhay.pratap72@gmail.com
24KP1A6087,Ipsita Khurana,Female,9379873404,ipsita.khurana32@gmail.com
24KP1A6088,Ritesh Khurana,Male,9264892604,ritesh.khurana20@gmail.com
24KP1A6089,Pooja Verma,Female,9238786065,pooja.verma76@gmail.com
24KP1A6090,Abhay Kagti,Male,9156173500,abhay.kagti73@gmail.com
24KP1A6091,Sneha Mahajan,Female,9491018603,sneha.mahajan78@gmail.com
24KP1A6092,Rajat Ramaswamy,Male,9169371741,rajat.ramaswamy81@gmail.com
24KP1A6093,Trisha Bhatt,Female,9417385560,trisha.bhatt74@gmail.com
24KP1A6094,Jatin Dubey,Male,9847438550,jatin.dubey64@gmail.com
24KP1A6095,Ipsita Mehta,Female,9462635052,ipsita.mehta63@gmail.com
24KP1A6096,Neel Jha,Male,9246325535,neel.jha97@gmail.com
24KP1A6097,Mansi Parekh,Female,9655626286,mansi.parekh79@gmail.com
24KP1A6098,Lakshay Shetty,Male,9166637172,lakshay.shetty24@gmail.com
24KP1A6099,Tanya Das,Female,9571558912,tanya.das83@gmail.com
24KP1A6100,Anirudh Saxena,Male,9818786576,anirudh.saxena52@gmail.com
24KP1A6101,Ipsita Chawla,Female,9424298541,ipsita.chawla18@gmail.com
24KP1A6102,Anirudh Mahajan,Male,9706051969,anirudh.mahajan20@gmail.com
24KP1A6103,Diya Jha,Female,9218982636,diya.jha24@gmail.com
24KP1A6104,Vignesh Sen,Male,9449107768,vignesh.sen33@gmail.com
24KP1A6105,Radhika Rao,Female,9507810337,radhika.rao53@gmail.com
24KP1A6106,Ujjwal Zaveri,Male,9410183144,ujjwal.zaveri70@gmail.com
24KP1A6107,Neha Malhotra,Female,9307844549,neha.malhotra60@gmail.com
24KP1A6108,Ayaan Dubey,Male,9882341858,ayaan.dubey31@gmail.com
24KP1A6109,Deepika Chatterjee,Female,9924729768,deepika.chatterjee76@gmail.com
24KP1A6110,Kunal Bora,Male,9414583767,kunal.bora98@gmail.com
24KP1A6111,Anushka Rawat,Female,9732015404,anushka.rawat57@gmail.com
24KP1A6112,Mahesh Khurana,Male,9278034199,mahesh.khurana57@gmail.com
24KP1A6113,Anushka Dubey,Female,9777655296,anushka.dubey37@gmail.com
24KP1A6114,Devansh Malhotra,Male,9920541954,devansh.malhotra33@gmail.com
24KP1A6115,Sneha Bhatt,Female,9488929406,sneha.bhatt72@gmail.com
24KP1A6116,Akshay Khurana,Male,9736650865,akshay.khurana60@gmail.com
24KP1A6117,Kavya Ramaswamy,Female,9223641873,kavya.ramaswamy35@gmail.com
24KP1A6118,Jayant Iyer,Male,9517882919,jayant.iyer43@gmail.com
24KP1A6119,Isha Tiwari,Female,9819625851,isha.tiwari53@gmail.com
24KP1A6120,Dhruv Patil,Male,9828482574,dhruv.patil30@gmail.com
24KP1A6121,Kamya Menon,Female,9389403096,kamya.menon26@gmail.com
24KP1A6122,Parth Chawla,Male,9589110556,parth.chawla24@gmail.com
24KP1A6123,Mansi Dandekar,Female,9147489926,mansi.dandekar32@gmail.com
24KP1A6124,Neel Tripathi,Male,9977290933,neel.tripathi14@gmail.com
24KP1A6125,Kritika Lohia,Female,9957044533,kritika.lohia63@gmail.com
24KP1A6126,Kunal Chauhan,Male,9776836492,kunal.chauhan55@gmail.com
24KP1A6127,Jyoti Naik,Female,9241664765,jyoti.naik39@gmail.com
24KP1A6128,Karthik Khurana,Male,9670351057,karthik.khurana11@gmail.com
24KP1A6129,Vani Chauhan,Female,9410290709,vani.chauhan21@gmail.com
24KP1A6130,Lakshay Banerjee,Male,9290403404,lakshay.banerjee20@gmail.com
24KP1A6131,Geetanjali Bhat,Female,9425505404,geetanjali.bhat50@gmail.com
24KP1A6132,Saurabh Desai,Male,9629478421,saurabh.desai81@gmail.com
24KP1A6133,Divya Kotian,Female,9678158739,divya.kotian58@gmail.com
24KP1A6134,Kunal Das,Male,9395061256,kunal.das53@gmail.com
24KP1A6135,Lavanya Ramaswamy,Female,9469289727,lavanya.ramaswamy32@gmail.com
24KP1A6136,Abhay Iyer,Male,9538595166,abhay.iyer68@gmail.com
24KP1A6137,Sneha Pratap,Female,9321938157,sneha.pratap99@gmail.com
24KP1A6138,Pratik Joshi,Male,9769724025,pratik.joshi85@gmail.com
24KP1A6139,Garima Joshi,Female,9734213921,garima.joshi56@gmail.com
24KP1A6140,Rajat Rane,Male,9777127415,rajat.rane18@gmail.com
24KP1A6141,Isha Chauhan,Female,9518667114,isha.chauhan58@gmail.com
24KP1A6142,Akshay Thakur,Male,9294832702,akshay.thakur76@gmail.com
24KP1A6143,Tanvi Zaveri,Female,9408528503,tanvi.zaveri97@gmail.com
24KP1A6144,Omkar Pratap,Male,9999438010,omkar.pratap96@gmail.com
24KP1A6145,Ipsita Parekh,Female,9441087422,ipsita.parekh51@gmail.com
24KP1A6146,Sahil Patil,Male,9262706803,sahil.patil49@gmail.com
24KP1A6147,Radhika Tiwari,Female,9531887646,radhika.tiwari81@gmail.com
24KP1A6148,Arjun Malhotra,Male,9996159168,arjun.malhotra80@gmail.com
24KP1A6149,Kriti Ramaswamy,Female,9959246714,kriti.ramaswamy92@gmail.com
24KP1A6150,Jayant Mehta,Male,9399462792,jayant.mehta37@gmail.com
24KP1A6151,Isha Dubey,Female,9390218238,isha.dubey20@gmail.com
24KP1A6152,Harshvardhan Pratap,Male,9477588291,harshvardhan.pratap97@gmail.com
24KP1A6153,Kritika Rane,Female,9750959041,kritika.rane58@gmail.com
24KP1A6154,Siddharth Krishnan,Male,9304918150,siddharth.krishnan84@gmail.com
24KP1A6155,Priya Khurana,Female,9933638198,priya.khurana71@gmail.com
24KP1A6156,Rajat Jha,Male,9310113313,rajat.jha68@gmail.com
24KP1A6157,Hema Kulkarni,Female,9563001302,hema.kulkarni48@gmail.com
24KP1A6158,Aman Chauhan,Male,9597391753,aman.chauhan27@gmail.com
24KP1A6159,Prerna Naik,Female,9701665322,prerna.naik29@gmail.com
24KP1A6160,Rajat Sharma,Male,9714755862,rajat.sharma92@gmail.com
24KP1A6161,Deepika Naik,Female,9972759197,deepika.naik74@gmail.com
24KP1A6162,Ujjwal Solanki,Male,9385515979,ujjwal.solanki63@gmail.com
24KP1A6163,Simran Zaveri,Female,9296935882,simran.zaveri81@gmail.com
24KP1A6164,Vishal Lohia,Male,9797967850,vishal.lohia49@gmail.com
24KP1A6165,Isha Sharma,Female,9511888718,isha.sharma91@gmail.com
24KP1A6166,Ashwin Das,Male,9376310791,ashwin.das27@gmail.com
24KP1A6167,Simran Chawla,Female,9724043044,simran.chawla73@gmail.com
24KP1A6168,Manav Mahajan,Male,9655739860,manav.mahajan31@gmail.com
24KP1A6169,Divya Shetty,Female,9795351799,divya.shetty37@gmail.com
24KP1A6170,Ritesh Mahajan,Male,9214395538,ritesh.mahajan92@gmail.com
24KP1A6171,Pooja Chauhan,Female,9657872137,pooja.chauhan55@gmail.com
24KP1A6172,Ashwin Shetty,Male,9311180068,ashwin.shetty70@gmail.com
24KP1A6173,Vaidehi Krishnan,Female,9285832374,vaidehi.krishnan61@gmail.com
24KP1A6174,Yash Joshi,Male,9563401258,yash.joshi89@gmail.com
24KP1A6175,Prerna Ghosh,Female,9463653674,prerna.ghosh99@gmail.com
24KP1A6176,Omkar Kulkarni,Male,9983750361,omkar.kulkarni20@gmail.com
24KP1A6177,Juhi Chatterjee,Female,9296645323,juhi.chatterjee60@gmail.com
24KP1A6178,Aarav Sen,Male,9574424685,aarav.sen51@gmail.com
24KP1A6179,Aishwarya Dubey,Female,9505347219,aishwarya.dubey82@gmail.com
24KP1A6180,Devansh Jha,Male,9267246863,devansh.jha96@gmail.com
24KP1A6181,Kavya Parekh,Female,9285723163,kavya.parekh74@gmail.com
24KP1A6182,Arnav Ramaswamy,Male,9388036198,arnav.ramaswamy73@gmail.com
24KP1A6183,Sneha Tripathi,Female,9957648322,sneha.tripathi20@gmail.com
24KP1A6184,Jatin Tiwari,Male,9367962596,jatin.tiwari89@gmail.com
24KP1A6185,Diya Sharma,Female,9366131663,diya.sharma73@gmail.com
24KP1A6186,Nikhil Pillai,Male,9808432079,nikhil.pillai21@gmail.com
24KP1A6187,Priya Bhatt,Female,9775493151,priya.bhatt73@gmail.com
24KP1A6188,Pratik Sen,Male,9436984626,pratik.sen40@gmail.com
24KP1A6189,Isha Jha,Female,9286554190,isha.jha20@gmail.com
24KP1A6190,Lakshay Tripathi,Male,9329265912,lakshay.tripathi12@gmail.com
24KP1A6191,Prerna Kapoor,Female,9248143012,prerna.kapoor43@gmail.com
24KP1A6192,Pratik Zaveri,Male,9785995836,pratik.zaveri50@gmail.com
24KP1A6193,Eshita Sharma,Female,9642735042,eshita.sharma90@gmail.com
24KP1A6194,Devansh Iyer,Male,9354322773,devansh.iyer55@gmail.com
24KP1A6195,Kamya Rao,Female,9853040403,kamya.rao16@gmail.com
24KP1A6196,Lakshay Rane,Male,9552390186,lakshay.rane26@gmail.com
24KP1A6197,Kritika Tiwari,Female,9548334662,kritika.tiwari94@gmail.com
24KP1A6198,Devansh Dubey,Male,9765379522,devansh.dubey34@gmail.com
24KP1A6199,Nivedita Khurana,Female,9787531115,nivedita.khurana43@gmail.com
